RESP_NUM,Q2,Q3,TRIPS,Q4_TOTAL,Q5_TOTAL,Q4AP,Q4BP,Q4CP,Q4DP,Q4EP,Q4FP,Q4GP,Q4HP,Q5AP,Q5BP,Q5CP,Q5DP,Q5EP,Q5FP,Q5GP,Q5HP,WORK,SCH,SHOP,SOC,HOME,OTH-P-SF,DK-P-SF,REL,SFINTMODE,Q4AM,Q4BM,Q4CM,Q4DM,Q4EM,Q4FM,Q4GM,Q4HM,Q5AM,Q5BM,Q5CM,Q5DM,Q5EM,Q5FM,Q5GM,Q5HM,DA,DO,CRSHRE,TNC,TAXI,TRANS,SHTTLE,BIKE,WALK,SCOOT,OTH-M-SF,DK-M-SF,Q4AD,Q4BD,Q4CD,Q4DD,Q4ED,Q4FD,Q4GD,Q4HD,Q5AD,Q5BD,Q5CD,Q5DD,Q5ED,Q5FD,Q5GD,Q5HD,SF-D1,SF-D2,SF-D3,Q6,Q8,Q10,Q11_TOTAL,Q12,Q19,Q13,Q15,Q16M,Q17,Q18_TOTAL,Q9M,Q7P,9P-ADJ,Q11AP,Q11BP,Q11CP,Q11DP,Q11EP,Q11FP,Q11GP,Q11HP,Q14P,Q16P-ADJ,Q18AP,Q18BP,Q18CP,Q18DP,Q18EP,Q18FP,Q18GP,Q18HP,WORK1,WORK2,SCH1,SCH2,SHOP1,SHOP2,SOC1,SOC2,HOME1,HOME2,OTH1-P,OTH2-P,DK1-P,DK2-P,REL1,REL2,Q7M,Q9M-ADJ,Q11AM,Q11BM,Q11CM,Q11DM,Q11EM,Q11FM,Q11GM,Q11HM,Q14M,Q16M-ADJ,Q18AM,Q18BM,Q18CM,Q18DM,Q18EM,Q18FM,Q18GM,Q18HM,DA1,DA2,DO1,DO2,CRSHRE1,CRSHRE2,TNC1,TNC2,TAXI1,TAXI2,TRANS1,TRANS2,SHTTLE1,SHTTLE2,BIKE1,BIKE2,WALK1,WALK2,SCOOT1,SCOOT2,OTH1-M,OTH2-M,DK1-M,DK2-M,Q7D,Q9D,Q11AD,Q11BD,Q11CD,Q11DD,Q11ED,Q11FD,Q11GD,Q11HD,Q14D,Q16D,Q18AD,Q18BD,Q18CD,Q18DD,Q18ED,Q18FD,Q18GD,Q18HD,OSF1-D1,OSF1-D2,OSF1-D3,OSF2-D1,OSF2-D2,OSF2-D3,OSF-D1,OSF-D2,OSF-D3,Q20A,Q21A,Q21B,Q21C,Q21D,Q22,Q23,Q24-SF,Q24-NSF,Q24A,Q25,Q26-1,Q26-2,Q26-3,Q26-4,Q26-5,Q27,Q28,SAMPLE_TYPE,LANGUAGE,ZONE,INTERVIEW_DAY,INTERVIEW_DATE,AGECO,WEIGHT
37,9,,3,0,3,,,,,,,,,3,3,5,,,,,,0,0,2,0,1,0,0,0,9,,,,,,,,,9,9,9,,,,,,0,0,0,0,0,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,1,5,1,1,7,,94590,2,1,,,,,5,2,3,1,2,2,10/13/2014,2,1.115464198
38,9,,6,2,4,3,5,,,,,,,3,5,4,5,,,,,0,0,2,1,3,0,0,0,1,1,1,,,,,,,1,1,2,2,,,,,4,2,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,2,2,2,2,,,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,1,1,5,1,1,14,,94117,3,4,,,,,4,2,3,1,2,2,10/13/2014,3,0.865878313
39,1,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1,2,,18,,2,,,,,,1,5,,,,,,,,,,,,,,,,,,,18,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,6,1,1,1,1,1,1,,94601,94113,1,4,,,,,2,2,3,1,,2,10/13/2014,6,1.13516
41,1,1,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2,1,2,25,1,1,1,,2,,6,1,5,4,1,,,,,,,3,5,,,,,,,,,50,0,0,0,0,1,25,0,25,1,0,0,0,0,0,0,2,6,9,9,,,,,,,6,6,,,,,,,,,0,0,25,0,0,0,0,0,0,0,25,2,0,0,0,0,50,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,0,8,0,0,0,0,0,8,0,1,5,1,1,1,1,1,,94602,94110,5,3,,,,,4,2,3,1,,4,10/15/2014,10,0.93027803
42,1,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1,4,9,1,1,1,,2,,,3,5,4,4,3,3,,,,,4,5,,,,,,,,,0,0,0,0,27,0,18,1,9,1,0,0,0,0,0,0,2,2,9,9,9,2,,,,,6,6,,,,,,,,,0,0,27,0,0,0,0,0,0,0,0,2,0,0,0,0,27,0,0,0,0,0,0,0,2,2,,,,2,,,,,,,,,,,,,,,0,24,0,0,0,0,0,24,0,12,1,1,1,1,1,1,,94568,94568,2,3,,,,,3,2,3,1,,4,10/15/2014,7,1.048985294
43,2,1,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,1,6,25,1,1,1,,2,,,1,5,3,1,3,4,1,,,,4,5,,,,,,,,,75,0,0,0,50,0,25,1,25,1,0,0,0,0,0,0,6,6,9,9,9,9,9,,,,2,2,,,,,,,,,0,0,0,2,0,0,0,0,0,0,50,0,0,0,0,0,125,0,0,0,0,0,0,0,,,,,,,,,,,2,2,,,,,,,,,0,0,0,0,16,0,0,16,0,1,6,1,1,5,2,1,,94582,94102,2,1,,,,,4,1,3,1,,4,10/15/2014,7,1.048985294
44,2,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,3,4,,2,,,,,,4,5,4,4,1,,,,,,,,,,,,,,,,4,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,6,6,9,9,9,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,5,1,1,5,3,1,,94523,94501,1,4,,,,,2,1,3,1,,4,10/15/2014,6,1.13516
45,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,2,,2,,,,,,4,5,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,6,1,1,1,1,2,1,,94806,4,4,1,,,,,5,1,3,1,,4,10/15/2014,9,1.074865278
47,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,4,1,,2,,,,,,4,7,4,3,4,5,,,,,,,,,,,,,,,0,0,0,0,1,0,3,0,1,0,0,0,1,0,0,0,2,2,2,2,9,2,,,,,,,,,,,,,,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,2,,2,,,,,,,,,,,,,,,0,40,0,0,0,0,0,40,0,6,1,1,1,5,2,1,,94545,2,2,1,,,,,5,2,3,1,,5,10/16/2014,7,1.048985294
48,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,2,,2,,,,,,4,5,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,6,6,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,,94578,94545,4,4,,,,,2,1,3,1,,5,10/16/2014,9,1.074865278
49,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1,4,1,1,1,1,,1,3,,4,7,4,4,3,5,,,,,1,7,4,4,5,,,,,,0,1,0,0,1,0,3,2,1,1,0,0,1,1,0,0,2,2,2,2,2,2,,,,,6,6,8,8,6,,,,,,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,,,,,0,48,0,0,0,0,0,48,0,12,6,1,1,1,7,1,,94608,4,2,1,,,,,1,1,3,1,,5,10/16/2014,7,1.048985294
50,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,1,,2,,,,,,1,5,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,1,5,1,1,,94587,5,3,1,,,,,4,1,3,1,,5,10/16/2014,7,1.048985294
51,2,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,,1,2,1,1,,2,,,4,5,,,,,,,,,4,5,,,,,,,,,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,10,10,,,,,,,,,1,1,,,,,,,,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,2,2,,,,,,,,,0,0,0,0,16,0,0,16,0,1,1,1,5,5,5,1,,94513,94560,4,4,,,,,4,1,3,1,,5,10/16/2014,9,1.074865278
53,6,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,2,,25,,2,,,,,,1,5,,,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,4,6,1,1,5,4,1,,95014,94102,3,1,,,,,5,1,3,1,,6,10/17/2014,8,0.93861625
55,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,1,,2,,,,,,4,5,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,6,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,,95687,94620,2,4,,,,,3,1,3,1,,6,10/17/2014,7,1.048985294
56,9,,4,2,2,1,5,,,,,,,1,5,,,,,,,2,0,0,0,2,0,0,0,6,6,6,,,,,,,6,6,,,,,,,0,0,0,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,6,1,19,,4,2,2,,,,,1,1,3,1,5,6,10/17/2014,2,1.115464198
57,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,1,,2,,,,,,3,5,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,4,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,12,2,1,1,1,1,1,,94602,3,4,1,,,,,4,2,3,1,,6,10/17/2014,9,1.074865278
58,1,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,2,,8,,2,,,,,,1,5,,,,,,,,,,,,,,,,,,,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,6,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,12,1,1,1,5,1,2,,94566,94109,5,3,,,,,1,1,3,1,,6,10/17/2014,10,0.93027803
59,5,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,,3,1,1,1,,2,,,1,5,,,,,,,,,4,5,,,,,,,,,3,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,1,,,,,,,,,2,2,,,,,,,,,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,2,2,,,,,,,,,0,16,0,0,16,0,0,32,0,6,6,1,1,5,4,1,,94403,94143,2,4,,,,,4,2,1,1,,6,10/17/2014,7,1.048985294
61,5,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,2,,2,1,1,1,,1,2,,4,5,,,,,,,,,4,5,3,4,,,,,,,0,0,0,0,0,1,2,2,2,1,0,0,0,0,0,0,2,2,,,,,,,,,2,2,2,2,,,,,,,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,2,2,2,2,,,,,,,0,16,0,0,32,0,0,48,0,12,1,1,1,4,1,1,,94010,94010,5,4,,,,,4,1,1,1,,1,10/19/2014,10,0.93027803
62,9,,5,3,2,4,4,5,,,,,,1,5,,,,,,,1,0,0,2,2,0,0,0,6,6,6,6,,,,,,6,6,,,,,,,0,0,0,0,0,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3,1,1,3,1,2,22,,94114,4,4,,,,,1,2,3,1,5,1,10/19/2014,4,0.870378261
63,9,,4,2,2,3,5,,,,,,,1,5,,,,,,,1,0,1,0,2,0,0,0,2,2,2,,,,,,,1,1,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,2,2,,,,,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,1,1,3,1,1,16,,94105,5,4,,,,,3,1,3,1,3,1,10/19/2014,5,1.088087255
64,5,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,1,2,4,,2,,,,,,1,5,4,1,,,,,,,,,,,,,,,,,8,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,6,6,9,9,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,,94044,94102,2,1,,,,,5,2,3,1,,1,10/19/2014,7,1.048985294
66,1,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,2,,5,1,1,1,,2,,,4,5,,,,,,,,,4,5,,,,,,,,,0,0,0,0,0,0,5,1,5,1,0,0,0,0,0,0,6,6,,,,,,,,,6,6,,,,,,,,,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,1,1,1,5,4,1,,94536,94536,3,3,,,,,1,1,3,1,,4,10/22/2014,8,0.93861625
67,2,1,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,2,,30,1,1,1,,1,2,,1,5,,,,,,,,,4,5,4,7,,,,,,,30,0,0,0,0,0,0,2,30,1,0,0,0,1,0,0,1,1,,,,,,,,,1,1,4,4,,,,,,,60,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,2,2,,,,,,,,,0,16,0,0,16,0,0,32,0,6,5,1,1,1,1,1,,94556,94014,4,4,,,,,5,1,3,1,,4,10/22/2014,9,1.074865278
68,2,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,1,2,4,3,1,1,,2,,,4,5,3,,,,,,,,1,5,,,,,,,,,0,3,0,0,4,0,4,0,4,3,0,0,0,0,0,0,6,,2,2,,,,,,,2,2,,,,,,,,,0,0,8,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,2,,,,,,,2,2,,,,,,,,,0,16,0,0,16,0,0,32,0,1,2,1,1,5,2,1,,94521,94553,2,4,,,,,3,1,3,1,,4,10/22/2014,7,1.048985294
69,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,,2,,,,,,1,5,4,1,,,,,,,,,,,,,,,,,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,9,9,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,12,1,1,1,5,1,1,,94558,94558,5,4,,,,,3,2,3,1,,4,10/22/2014,10,0.93027803
70,2,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,2,2,1,1,,2,,,3,5,,,,,,,,,3,5,,,,,,,,,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,6,6,,,,,,,,,1,1,,,,,,,,,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2,2,,,,,,,,,0,0,0,0,16,0,0,16,0,1,1,1,1,5,2,1,,94530,5,5,2,,,,,4,1,3,1,,4,10/22/2014,10,0.93027803
71,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,2,2,,2,,,,,,4,5,4,4,,,,,,,,,,,,,,,,,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,2,2,9,9,,,,,,,,,,,,,,,,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,6,6,1,1,5,1,1,,94539,2,1,1,3,,,,1,1,3,1,,4,10/22/2014,6,1.13516
72,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,1,1,1,1,,2,,2,4,5,,,,,,,,,4,5,,,,,,,,,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,6,2,,,,,,,,,2,2,,,,,,,,,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,,,,,,,,,2,2,,,,,,,,,0,8,0,0,16,0,0,24,0,12,1,1,1,1,1,1,,94707,2,1,1,,,,,1,1,3,1,,4,10/22/2014,6,1.13516
73,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,1,,2,,,,,,3,5,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,6,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,12,1,1,1,1,1,2,,94541,2,3,3,,,,,1,1,3,1,,4,10/22/2014,8,0.93861625
74,5,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,4,1,1,1,1,,1,1,,3,7,4,3,5,5,,,,,3,5,3,,,,,,,,0,0,0,0,2,2,1,0,2,1,0,0,1,0,0,0,1,1,2,2,1,1,,,,,6,6,6,,,,,,,,4,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,,,,,0,48,0,0,0,0,0,48,0,6,1,1,1,5,1,1,,94402,2,5,4,,,,,4,2,1,1,,5,10/23/2014,10,0.93027803
75,8,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,1,,2,,,,,,4,5,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,6,1,1,1,6,4,1,,95407,94931,2,3,,,,,2,2,3,1,,5,10/23/2014,7,1.048985294
76,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,1,,2,,,,,,4,5,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,6,5,1,1,5,1,1,,94040,94304,2,4,,,,,5,1,3,1,,5,10/23/2014,7,1.048985294
77,7,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,1,,2,,,,,,4,5,3,4,3,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,2,2,2,2,2,,,,,,,,,,,,,,,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,,,,,,,,,,,,,,,,0,40,0,0,0,0,0,40,0,6,1,1,1,5,3,1,,94533,94533,4,4,,,,,2,1,1,1,,5,10/23/2014,9,1.074865278
79,1,1,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,1,2,25,,2,,,,,,1,5,3,4,,,,,,,,,,,,,,,,,25,0,0,0,25,0,25,0,25,0,0,0,0,0,0,0,6,6,9,6,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,25,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,6,1,7,2,,94610,94612,3,2,,,,,1,1,3,1,,6,10/24/2014,8,0.93861625
80,8,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,1,,2,,,,,,1,5,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,3,1,1,1,5,1,1,,R,5,6,3,,,,,1,1,3,1,,6,10/24/2014,10,0.93027803
81,9,,3,0,3,,,,,,,,,1,4,5,,,,,,1,0,0,1,1,0,0,0,1,,,,,,,,,1,1,1,,,,,,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2,2,2,,,,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,1,1,5,1,1,18,,94607,2,9,,,,,2,2,3,1,2,6,10/24/2014,2,1.115464198
82,1,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,2,,20,,2,,,,,,1,5,,,,,,,,,,,,,,,,,,,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,6,6,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,1,5,3,1,,94611,94102,5,4,,,,,4,2,3,1,,6,10/24/2014,10,0.93027803
